tweet_id,text,source,user_id,sentiment,topic,rumor_label
507,COVID-19 update: Cases are on the rise again.,Twitter,390855,Negative,Health,True
508,Animals are so fascinating!,Twitter,773470,Negative,Weather,True
509,Celebrity gossip: What's happening in Hollywood?,Science Journal,105514,Negative,Tech,False
510,Feeling great today! #positivevibes,Health Magazine,946198,Positive,UFO,False
511,Feeling great today! #positivevibes,Online Forum,113565,Neutral,Discovery,False
512,Just discovered a new species of butterfly!,Social Media,485031,Neutral,UFO,False
513,Just discovered a new species of butterfly!,Gossip Magazine,197714,Positive,Tech,False
514,New tech gadget just released! #excited,Tech Magazine,318870,Neutral,Weather,True
515,Celebrity gossip: What's happening in Hollywood?,Science Journal,391952,Negative,Cybersecurity,True
516,Feeling great today! #positivevibes,Tech Magazine,767350,Neutral,Weather,True
517,Weather forecast: Expect rain showers tomorrow.,Gossip Magazine,128898,Neutral,Health,False
518,Just discovered a new species of butterfly!,Government,183301,Negative,Discovery,False
519,Conspiracy theories are everywhere these days...,Government,947474,Negative,COVID-19,False
520,COVID-19 update: Cases are on the rise again.,Online Forum,630200,Neutral,Community,False
521,Just saw a UFO in my backyard! 👽,Health Magazine,996120,Negative,Discovery,True
522,Celebrity gossip: What's happening in Hollywood?,News,135728,Negative,Community,True
523,Feeling great today! #positivevibes,Social Media,175908,Positive,Cybersecurity,False
524,Celebrity gossip: What's happening in Hollywood?,Social Media,342523,Negative,Celebrity,True
525,Protect your data with the latest cybersecurity measures.,Social Media,368802,Negative,COVID-19,True
526,Protect your data with the latest cybersecurity measures.,Online Forum,583226,Positive,Tech,False
527,COVID-19 update: Cases are on the rise again.,Twitter,187752,Neutral,Tech,True
528,Weather forecast: Expect rain showers tomorrow.,News,639070,Neutral,Cybersecurity,True
529,Protect your data with the latest cybersecurity measures.,Gossip Magazine,188210,Neutral,Animals,True
530,Animals are so fascinating!,Social Media,137694,Positive,Tech,False
531,Conspiracy theories are everywhere these days...,Gossip Magazine,485229,Negative,Health,True
532,Animals are so fascinating!,Twitter,436499,Negative,Animals,False
533,Protect your data with the latest cybersecurity measures.,Twitter,453835,Neutral,Conspiracy,False
534,Just discovered a new species of butterfly!,Twitter,537131,Positive,Conspiracy,False
535,Just discovered a new species of butterfly!,Social Media,676477,Negative,Community,False
536,Community event happening this weekend! Join us!,Health Magazine,108224,Negative,Health,False
537,Protect your data with the latest cybersecurity measures.,Science Journal,424747,Positive,UFO,False
538,Protect your data with the latest cybersecurity measures.,Gossip Magazine,842705,Positive,Community,True
539,Conspiracy theories are everywhere these days...,Social Media,566079,Negative,Conspiracy,False
540,Community event happening this weekend! Join us!,Government,800312,Negative,Weather,False
541,New tech gadget just released! #excited,Gossip Magazine,810916,Neutral,Celebrity,False
542,Weather forecast: Expect rain showers tomorrow.,Social Media,450734,Negative,Celebrity,True
543,Just discovered a new species of butterfly!,Twitter,426622,Neutral,Animals,False
544,Just discovered a new species of butterfly!,Online Forum,508131,Negative,Celebrity,True
545,Feeling great today! #positivevibes,News,279143,Positive,Health,True
546,Animals are so fascinating!,Twitter,956048,Positive,Health,False
547,New tech gadget just released! #excited,Government,560997,Negative,Weather,True
548,Weather forecast: Expect rain showers tomorrow.,Government,878869,Positive,Community,False
549,Protect your data with the latest cybersecurity measures.,Science Journal,685946,Negative,COVID-19,True
550,Celebrity gossip: What's happening in Hollywood?,Health Magazine,733328,Negative,Conspiracy,False
551,Feeling great today! #positivevibes,Science Journal,697659,Negative,COVID-19,False
552,Weather forecast: Expect rain showers tomorrow.,Tech Magazine,227873,Negative,Cybersecurity,False
553,COVID-19 update: Cases are on the rise again.,Health Magazine,806112,Neutral,Conspiracy,True
554,Animals are so fascinating!,Social Media,211341,Negative,Weather,False
555,Protect your data with the latest cybersecurity measures.,Twitter,182852,Negative,Weather,True
556,Animals are so fascinating!,Social Media,747927,Neutral,Conspiracy,True
557,Celebrity gossip: What's happening in Hollywood?,Health Magazine,575628,Positive,Cybersecurity,False
558,Feeling great today! #positivevibes,Gossip Magazine,510729,Neutral,Conspiracy,False
559,Conspiracy theories are everywhere these days...,Social Media,782550,Positive,Weather,True
560,New tech gadget just released! #excited,Twitter,322240,Positive,Discovery,False
561,Feeling great today! #positivevibes,Gossip Magazine,189965,Negative,Health,True
562,Just discovered a new species of butterfly!,Health Magazine,287825,Negative,Community,True
563,Protect your data with the latest cybersecurity measures.,Government,121700,Negative,Weather,True
564,Weather forecast: Expect rain showers tomorrow.,Tech Magazine,155113,Positive,Celebrity,True
565,Conspiracy theories are everywhere these days...,Tech Magazine,993519,Neutral,Health,False
566,Protect your data with the latest cybersecurity measures.,Science Journal,960954,Positive,Discovery,True
567,Just discovered a new species of butterfly!,Government,608716,Neutral,Animals,False
568,Just saw a UFO in my backyard! 👽,Tech Magazine,967584,Positive,COVID-19,False
569,Celebrity gossip: What's happening in Hollywood?,Government,925311,Negative,Community,True
570,Just discovered a new species of butterfly!,Social Media,724846,Positive,Discovery,True
571,Feeling great today! #positivevibes,Twitter,913256,Positive,Celebrity,False
572,Animals are so fascinating!,Health Magazine,526439,Positive,Health,False
573,Weather forecast: Expect rain showers tomorrow.,Government,553842,Neutral,Weather,True
574,Celebrity gossip: What's happening in Hollywood?,Social Media,574425,Negative,Weather,True
575,New tech gadget just released! #excited,Tech Magazine,660282,Positive,COVID-19,False
576,COVID-19 update: Cases are on the rise again.,Social Media,941318,Negative,Cybersecurity,False
577,COVID-19 update: Cases are on the rise again.,Science Journal,968956,Negative,Celebrity,False
578,New tech gadget just released! #excited,Gossip Magazine,370311,Negative,Celebrity,False
579,Protect your data with the latest cybersecurity measures.,Gossip Magazine,461220,Positive,Animals,True
580,Weather forecast: Expect rain showers tomorrow.,Gossip Magazine,659092,Positive,Community,True
581,Conspiracy theories are everywhere these days...,News,305709,Neutral,Community,False
582,Just discovered a new species of butterfly!,Twitter,824248,Positive,Celebrity,False
583,Celebrity gossip: What's happening in Hollywood?,Science Journal,130562,Neutral,Animals,True
584,New tech gadget just released! #excited,Online Forum,470493,Neutral,Weather,True
585,New tech gadget just released! #excited,Government,614558,Negative,Cybersecurity,True
586,Celebrity gossip: What's happening in Hollywood?,News,133379,Negative,Weather,False
587,Weather forecast: Expect rain showers tomorrow.,Science Journal,187917,Negative,COVID-19,False
588,COVID-19 update: Cases are on the rise again.,Gossip Magazine,227795,Negative,Cybersecurity,True
589,Just saw a UFO in my backyard! 👽,Health Magazine,316117,Negative,COVID-19,False
590,Feeling great today! #positivevibes,Social Media,116494,Negative,Animals,False
591,Weather forecast: Expect rain showers tomorrow.,Gossip Magazine,126879,Positive,Cybersecurity,False
592,New tech gadget just released! #excited,Science Journal,499792,Neutral,Animals,True
593,Protect your data with the latest cybersecurity measures.,Health Magazine,114525,Neutral,Cybersecurity,True
594,Community event happening this weekend! Join us!,Online Forum,154511,Neutral,Discovery,True
595,Protect your data with the latest cybersecurity measures.,Gossip Magazine,394987,Positive,Health,True
596,Weather forecast: Expect rain showers tomorrow.,Government,839019,Negative,Celebrity,False
597,Just saw a UFO in my backyard! 👽,News,155713,Neutral,Discovery,False
598,Weather forecast: Expect rain showers tomorrow.,Social Media,218426,Positive,Community,False
599,New tech gadget just released! #excited,Health Magazine,869933,Negative,Animals,False
600,COVID-19 update: Cases are on the rise again.,Government,995864,Neutral,Tech,False
601,Conspiracy theories are everywhere these days...,Government,843906,Neutral,UFO,True
602,Feeling great today! #positivevibes,Social Media,539375,Positive,Weather,False
603,Weather forecast: Expect rain showers tomorrow.,Science Journal,292738,Negative,COVID-19,False
604,Just saw a UFO in my backyard! 👽,News,998927,Positive,Community,True
605,Community event happening this weekend! Join us!,Health Magazine,871575,Neutral,COVID-19,True
606,Just saw a UFO in my backyard! 👽,Gossip Magazine,789545,Negative,Animals,True
607,Conspiracy theories are everywhere these days...,Twitter,841739,Positive,Weather,True
608,Feeling great today! #positivevibes,Science Journal,400894,Neutral,Weather,True
609,New tech gadget just released! #excited,Tech Magazine,184293,Negative,Tech,True
610,Just discovered a new species of butterfly!,News,824208,Negative,COVID-19,False
611,New tech gadget just released! #excited,Government,681470,Positive,Conspiracy,False
612,Feeling great today! #positivevibes,Gossip Magazine,598631,Negative,Weather,True
613,COVID-19 update: Cases are on the rise again.,Government,969393,Positive,Weather,False
614,COVID-19 update: Cases are on the rise again.,Twitter,272521,Negative,Weather,False
615,Animals are so fascinating!,Twitter,771320,Positive,Conspiracy,False
616,COVID-19 update: Cases are on the rise again.,Gossip Magazine,692782,Negative,Cybersecurity,False
617,COVID-19 update: Cases are on the rise again.,News,120853,Negative,Health,True
618,Protect your data with the latest cybersecurity measures.,Science Journal,766329,Neutral,Cybersecurity,True
619,Just discovered a new species of butterfly!,Government,374931,Positive,Tech,True
620,Feeling great today! #positivevibes,Science Journal,102555,Positive,Community,False
621,Protect your data with the latest cybersecurity measures.,Gossip Magazine,471755,Negative,Community,True
622,Feeling great today! #positivevibes,Government,563164,Positive,Cybersecurity,False
623,COVID-19 update: Cases are on the rise again.,Health Magazine,740250,Positive,Health,True
624,Protect your data with the latest cybersecurity measures.,Twitter,751739,Neutral,Tech,True
625,Protect your data with the latest cybersecurity measures.,Tech Magazine,403046,Negative,Community,False
626,Animals are so fascinating!,News,177612,Negative,UFO,False
627,Conspiracy theories are everywhere these days...,Social Media,788055,Neutral,Celebrity,False
628,Conspiracy theories are everywhere these days...,Health Magazine,297300,Positive,Animals,False
629,Conspiracy theories are everywhere these days...,Online Forum,249025,Negative,Animals,True
630,Celebrity gossip: What's happening in Hollywood?,Tech Magazine,848029,Neutral,Animals,True
631,COVID-19 update: Cases are on the rise again.,Twitter,498060,Negative,Celebrity,False
632,Conspiracy theories are everywhere these days...,Twitter,214837,Negative,Cybersecurity,True
633,Animals are so fascinating!,News,367642,Neutral,UFO,True
634,Protect your data with the latest cybersecurity measures.,Twitter,577817,Neutral,Health,True
635,Feeling great today! #positivevibes,Health Magazine,557083,Neutral,COVID-19,False
636,Just discovered a new species of butterfly!,Twitter,106029,Positive,UFO,True
637,Just discovered a new species of butterfly!,Government,268879,Neutral,Community,False
638,Feeling great today! #positivevibes,Government,367776,Negative,UFO,True
639,Just discovered a new species of butterfly!,Health Magazine,617274,Positive,COVID-19,True
640,Weather forecast: Expect rain showers tomorrow.,Online Forum,990063,Neutral,Health,False
641,Just saw a UFO in my backyard! 👽,Gossip Magazine,625453,Neutral,Weather,False
642,Animals are so fascinating!,Gossip Magazine,232074,Neutral,Celebrity,False
643,Celebrity gossip: What's happening in Hollywood?,Online Forum,994788,Negative,Discovery,True
644,Conspiracy theories are everywhere these days...,Science Journal,812030,Positive,Community,False
645,Animals are so fascinating!,Social Media,848017,Positive,Community,True
646,Just saw a UFO in my backyard! 👽,Health Magazine,184177,Negative,COVID-19,False
647,Just discovered a new species of butterfly!,Tech Magazine,575933,Neutral,Discovery,True
648,Feeling great today! #positivevibes,Twitter,621882,Neutral,Cybersecurity,True
649,Animals are so fascinating!,Gossip Magazine,581642,Neutral,Discovery,True
650,Just discovered a new species of butterfly!,Gossip Magazine,815300,Neutral,Weather,True
651,Animals are so fascinating!,Social Media,116404,Positive,Celebrity,True
652,Weather forecast: Expect rain showers tomorrow.,Health Magazine,818699,Positive,COVID-19,False
653,COVID-19 update: Cases are on the rise again.,Social Media,396412,Negative,Health,True
654,Just discovered a new species of butterfly!,News,389437,Neutral,Conspiracy,True
655,Feeling great today! #positivevibes,Social Media,739026,Positive,Tech,True
656,COVID-19 update: Cases are on the rise again.,Twitter,851448,Positive,Community,True
657,Weather forecast: Expect rain showers tomorrow.,News,194333,Neutral,Celebrity,False
658,Celebrity gossip: What's happening in Hollywood?,Health Magazine,616989,Positive,Community,False
659,Weather forecast: Expect rain showers tomorrow.,News,615841,Positive,Cybersecurity,False
660,New tech gadget just released! #excited,Social Media,177051,Positive,Cybersecurity,True
661,COVID-19 update: Cases are on the rise again.,Twitter,598608,Positive,Discovery,True
662,COVID-19 update: Cases are on the rise again.,News,729837,Negative,COVID-19,True
663,Celebrity gossip: What's happening in Hollywood?,Social Media,563132,Negative,Celebrity,False
664,Protect your data with the latest cybersecurity measures.,Social Media,561207,Positive,Discovery,True
665,Community event happening this weekend! Join us!,Science Journal,461617,Negative,Celebrity,True
666,COVID-19 update: Cases are on the rise again.,Government,947858,Positive,COVID-19,False
667,Feeling great today! #positivevibes,Online Forum,749537,Neutral,Cybersecurity,False
668,New tech gadget just released! #excited,Science Journal,815259,Negative,Cybersecurity,False
669,Weather forecast: Expect rain showers tomorrow.,Twitter,398064,Neutral,Community,False
670,COVID-19 update: Cases are on the rise again.,Tech Magazine,324655,Positive,Community,False
671,COVID-19 update: Cases are on the rise again.,Gossip Magazine,882583,Neutral,UFO,False
672,Conspiracy theories are everywhere these days...,Tech Magazine,922272,Neutral,Tech,True
673,Just saw a UFO in my backyard! 👽,Science Journal,189290,Negative,Health,False
674,Animals are so fascinating!,Online Forum,399922,Negative,Tech,True
675,Conspiracy theories are everywhere these days...,Tech Magazine,995836,Neutral,Weather,True
676,Community event happening this weekend! Join us!,Government,680417,Negative,Community,True
677,Just saw a UFO in my backyard! 👽,Science Journal,854488,Positive,Conspiracy,True
678,Feeling great today! #positivevibes,News,313886,Positive,Cybersecurity,False
679,Conspiracy theories are everywhere these days...,Twitter,613124,Neutral,Weather,False
680,Protect your data with the latest cybersecurity measures.,Health Magazine,333677,Positive,Discovery,True
681,Protect your data with the latest cybersecurity measures.,Tech Magazine,699754,Positive,Animals,True
682,Just discovered a new species of butterfly!,Gossip Magazine,279756,Negative,Community,True
683,COVID-19 update: Cases are on the rise again.,News,756252,Neutral,Weather,False
684,Weather forecast: Expect rain showers tomorrow.,Gossip Magazine,869284,Negative,Celebrity,True
685,Celebrity gossip: What's happening in Hollywood?,Gossip Magazine,431705,Positive,Community,False
686,Protect your data with the latest cybersecurity measures.,Gossip Magazine,800884,Neutral,Tech,False
687,Community event happening this weekend! Join us!,Health Magazine,955291,Positive,Health,True
688,Feeling great today! #positivevibes,Online Forum,617926,Positive,UFO,True
689,Celebrity gossip: What's happening in Hollywood?,News,351687,Positive,Community,False
690,New tech gadget just released! #excited,Science Journal,749502,Neutral,Weather,False
691,Celebrity gossip: What's happening in Hollywood?,News,215470,Positive,UFO,False
692,Just discovered a new species of butterfly!,Online Forum,615776,Neutral,COVID-19,True
693,Feeling great today! #positivevibes,Online Forum,992396,Neutral,Conspiracy,True
694,Just saw a UFO in my backyard! 👽,Health Magazine,478205,Negative,Discovery,False
695,Protect your data with the latest cybersecurity measures.,Science Journal,143601,Neutral,Tech,False
696,Community event happening this weekend! Join us!,News,888298,Negative,Celebrity,False
697,Celebrity gossip: What's happening in Hollywood?,Twitter,335764,Negative,Tech,False
698,New tech gadget just released! #excited,Online Forum,409532,Negative,COVID-19,True
699,COVID-19 update: Cases are on the rise again.,Online Forum,990659,Negative,Celebrity,True
700,Feeling great today! #positivevibes,Health Magazine,560762,Negative,Community,True
701,Feeling great today! #positivevibes,Science Journal,598948,Negative,COVID-19,True
702,Community event happening this weekend! Join us!,Government,977380,Negative,Cybersecurity,False
703,Animals are so fascinating!,News,342283,Negative,COVID-19,False
704,Conspiracy theories are everywhere these days...,News,184375,Neutral,Conspiracy,True
705,New tech gadget just released! #excited,Social Media,229531,Positive,UFO,True
706,Protect your data with the latest cybersecurity measures.,Health Magazine,991091,Positive,Animals,True
707,Celebrity gossip: What's happening in Hollywood?,Social Media,575558,Negative,Animals,True
708,Community event happening this weekend! Join us!,Government,823318,Positive,Health,False
709,Just discovered a new species of butterfly!,Gossip Magazine,119160,Negative,Community,False
710,Just saw a UFO in my backyard! 👽,Social Media,617274,Positive,UFO,True
711,Conspiracy theories are everywhere these days...,Science Journal,844517,Neutral,Community,True
712,COVID-19 update: Cases are on the rise again.,Social Media,998728,Positive,COVID-19,False
713,Weather forecast: Expect rain showers tomorrow.,Social Media,259970,Negative,COVID-19,True
714,Just discovered a new species of butterfly!,Science Journal,941209,Positive,Cybersecurity,True
715,Protect your data with the latest cybersecurity measures.,Social Media,510644,Positive,Tech,True
716,Community event happening this weekend! Join us!,Health Magazine,467800,Neutral,Health,False
717,COVID-19 update: Cases are on the rise again.,Social Media,621362,Negative,Discovery,True
718,Animals are so fascinating!,Tech Magazine,862427,Negative,Tech,False
719,Feeling great today! #positivevibes,Social Media,491857,Negative,Health,True
720,Protect your data with the latest cybersecurity measures.,Health Magazine,218880,Positive,Cybersecurity,False
721,Animals are so fascinating!,Government,496182,Negative,UFO,True
722,Just saw a UFO in my backyard! 👽,Health Magazine,833840,Positive,UFO,True
723,Protect your data with the latest cybersecurity measures.,Gossip Magazine,404856,Negative,Animals,True
724,Conspiracy theories are everywhere these days...,Twitter,909084,Positive,UFO,False
725,Animals are so fascinating!,Gossip Magazine,644644,Neutral,Health,False
726,Protect your data with the latest cybersecurity measures.,Online Forum,412259,Neutral,Animals,True
727,COVID-19 update: Cases are on the rise again.,Gossip Magazine,287816,Positive,Tech,False
728,New tech gadget just released! #excited,Science Journal,101992,Neutral,Discovery,True
729,New tech gadget just released! #excited,Health Magazine,993507,Negative,UFO,False
730,Weather forecast: Expect rain showers tomorrow.,Gossip Magazine,605435,Negative,Weather,True
731,Community event happening this weekend! Join us!,Gossip Magazine,391014,Negative,Animals,True
732,Feeling great today! #positivevibes,Social Media,345790,Positive,Celebrity,True
733,Animals are so fascinating!,Gossip Magazine,847594,Neutral,Cybersecurity,True
734,Weather forecast: Expect rain showers tomorrow.,Twitter,730615,Negative,Health,True
735,Conspiracy theories are everywhere these days...,Social Media,355571,Negative,Cybersecurity,True
736,Community event happening this weekend! Join us!,Health Magazine,348422,Positive,Discovery,False
737,Animals are so fascinating!,Twitter,842359,Neutral,Tech,True
738,Weather forecast: Expect rain showers tomorrow.,Government,148276,Negative,Community,False
739,Animals are so fascinating!,Health Magazine,860735,Negative,Animals,False
740,Community event happening this weekend! Join us!,Science Journal,937235,Negative,Conspiracy,True
741,New tech gadget just released! #excited,Science Journal,619672,Neutral,UFO,True
742,Celebrity gossip: What's happening in Hollywood?,Tech Magazine,342124,Positive,Health,True
743,New tech gadget just released! #excited,Twitter,943086,Neutral,Health,True
744,Just saw a UFO in my backyard! 👽,Government,986260,Negative,Health,True
745,Conspiracy theories are everywhere these days...,Tech Magazine,410566,Positive,Conspiracy,False
746,Community event happening this weekend! Join us!,Government,775029,Negative,Community,True
747,Protect your data with the latest cybersecurity measures.,Health Magazine,783840,Negative,Conspiracy,True
748,COVID-19 update: Cases are on the rise again.,News,400931,Negative,Celebrity,False
749,Community event happening this weekend! Join us!,Gossip Magazine,647889,Positive,Health,False
750,Just saw a UFO in my backyard! 👽,Health Magazine,495911,Positive,Celebrity,True
751,Weather forecast: Expect rain showers tomorrow.,Gossip Magazine,736805,Negative,Discovery,True
752,COVID-19 update: Cases are on the rise again.,Government,379555,Neutral,Health,True
753,Feeling great today! #positivevibes,Social Media,758708,Neutral,UFO,True
754,Feeling great today! #positivevibes,Online Forum,929596,Positive,Health,False
755,Just saw a UFO in my backyard! 👽,Twitter,582151,Neutral,Health,True
756,Weather forecast: Expect rain showers tomorrow.,Social Media,173945,Positive,Conspiracy,True
757,Animals are so fascinating!,Government,351629,Negative,UFO,False
758,Protect your data with the latest cybersecurity measures.,Government,725952,Neutral,Animals,False
759,Protect your data with the latest cybersecurity measures.,Government,319322,Neutral,Conspiracy,True
760,Feeling great today! #positivevibes,News,889741,Neutral,Discovery,True
761,Conspiracy theories are everywhere these days...,Tech Magazine,535353,Positive,COVID-19,True
762,Celebrity gossip: What's happening in Hollywood?,Health Magazine,103655,Neutral,Discovery,True
763,COVID-19 update: Cases are on the rise again.,Online Forum,608584,Neutral,COVID-19,False
764,Just discovered a new species of butterfly!,Twitter,616271,Negative,UFO,True
765,Celebrity gossip: What's happening in Hollywood?,Tech Magazine,388773,Neutral,UFO,False
766,Celebrity gossip: What's happening in Hollywood?,Health Magazine,197632,Negative,Animals,False
767,Feeling great today! #positivevibes,Health Magazine,394729,Positive,Conspiracy,False
768,COVID-19 update: Cases are on the rise again.,Twitter,789901,Negative,COVID-19,False
769,Conspiracy theories are everywhere these days...,Government,391317,Negative,COVID-19,False
770,COVID-19 update: Cases are on the rise again.,Twitter,869677,Positive,Animals,True
771,Community event happening this weekend! Join us!,Health Magazine,417830,Positive,Community,True
772,Animals are so fascinating!,Twitter,622757,Negative,Community,False
773,Weather forecast: Expect rain showers tomorrow.,Government,193112,Positive,Cybersecurity,False
774,Just discovered a new species of butterfly!,Social Media,389233,Positive,Cybersecurity,True
775,Just discovered a new species of butterfly!,Online Forum,258237,Neutral,Community,True
776,Just saw a UFO in my backyard! 👽,Twitter,269120,Neutral,Cybersecurity,True
777,COVID-19 update: Cases are on the rise again.,Government,954454,Negative,COVID-19,False
778,Just saw a UFO in my backyard! 👽,Gossip Magazine,601558,Negative,Celebrity,True
779,Feeling great today! #positivevibes,Health Magazine,283602,Neutral,Discovery,True
780,Feeling great today! #positivevibes,Gossip Magazine,718824,Negative,Cybersecurity,True
781,Conspiracy theories are everywhere these days...,Government,938277,Positive,Tech,True
782,Conspiracy theories are everywhere these days...,News,817866,Negative,UFO,False
783,Just discovered a new species of butterfly!,News,483209,Negative,Tech,True
784,Weather forecast: Expect rain showers tomorrow.,News,368758,Positive,Community,True
785,Weather forecast: Expect rain showers tomorrow.,Online Forum,239997,Positive,Health,True
786,Just discovered a new species of butterfly!,Online Forum,475762,Neutral,Animals,False
787,Feeling great today! #positivevibes,Tech Magazine,456073,Neutral,Animals,False
788,Weather forecast: Expect rain showers tomorrow.,Health Magazine,511226,Neutral,Animals,False
789,New tech gadget just released! #excited,Gossip Magazine,521392,Negative,Weather,False
790,Weather forecast: Expect rain showers tomorrow.,News,485773,Positive,Cybersecurity,False
791,Protect your data with the latest cybersecurity measures.,Online Forum,401060,Positive,UFO,False
792,Conspiracy theories are everywhere these days...,Science Journal,681403,Neutral,Weather,False
793,Protect your data with the latest cybersecurity measures.,News,477189,Negative,Community,False
794,Community event happening this weekend! Join us!,Tech Magazine,216970,Neutral,Community,False
795,Protect your data with the latest cybersecurity measures.,Government,632507,Negative,COVID-19,True
796,Celebrity gossip: What's happening in Hollywood?,Gossip Magazine,782691,Positive,Celebrity,False
797,COVID-19 update: Cases are on the rise again.,Gossip Magazine,864885,Positive,Community,False
798,Animals are so fascinating!,Social Media,128009,Positive,Conspiracy,True
799,New tech gadget just released! #excited,News,178146,Negative,Celebrity,False
800,Just saw a UFO in my backyard! 👽,Gossip Magazine,800236,Positive,Animals,False
801,COVID-19 update: Cases are on the rise again.,Twitter,477602,Neutral,COVID-19,False
802,Conspiracy theories are everywhere these days...,Science Journal,626668,Positive,UFO,False
803,New tech gadget just released! #excited,Tech Magazine,394099,Neutral,Discovery,False
804,Just discovered a new species of butterfly!,Gossip Magazine,315365,Neutral,Tech,False
805,Animals are so fascinating!,Gossip Magazine,586357,Neutral,Discovery,False
806,COVID-19 update: Cases are on the rise again.,Government,622806,Positive,Discovery,True
807,New tech gadget just released! #excited,News,202337,Negative,Health,True
808,New tech gadget just released! #excited,Government,909372,Negative,Discovery,False
809,Feeling great today! #positivevibes,Social Media,752371,Positive,Health,False
810,New tech gadget just released! #excited,Tech Magazine,750398,Positive,Health,True
811,Feeling great today! #positivevibes,Online Forum,557255,Negative,COVID-19,False
812,Community event happening this weekend! Join us!,Social Media,233485,Negative,Health,True
813,COVID-19 update: Cases are on the rise again.,Gossip Magazine,616471,Neutral,COVID-19,False
814,COVID-19 update: Cases are on the rise again.,Online Forum,862838,Positive,Celebrity,True
815,New tech gadget just released! #excited,Online Forum,474539,Neutral,Conspiracy,False
816,Celebrity gossip: What's happening in Hollywood?,Tech Magazine,687378,Positive,Tech,True
817,Feeling great today! #positivevibes,Science Journal,620501,Negative,Community,True
818,Animals are so fascinating!,Gossip Magazine,309029,Positive,Celebrity,False
819,Protect your data with the latest cybersecurity measures.,Government,643287,Negative,Animals,False
820,New tech gadget just released! #excited,Twitter,369738,Positive,Tech,False
821,Just saw a UFO in my backyard! 👽,Social Media,127962,Positive,UFO,False
822,Just saw a UFO in my backyard! 👽,Online Forum,298173,Neutral,Conspiracy,True
823,Just discovered a new species of butterfly!,Gossip Magazine,392060,Positive,Discovery,False
824,Feeling great today! #positivevibes,News,861643,Negative,COVID-19,True
825,Feeling great today! #positivevibes,Government,526778,Neutral,Cybersecurity,True
826,COVID-19 update: Cases are on the rise again.,Science Journal,305765,Positive,Community,True
827,New tech gadget just released! #excited,Online Forum,493714,Neutral,Community,True
828,COVID-19 update: Cases are on the rise again.,Health Magazine,971950,Positive,Animals,False
829,Feeling great today! #positivevibes,News,560582,Positive,Cybersecurity,True
830,Celebrity gossip: What's happening in Hollywood?,Twitter,840106,Positive,Community,True
831,New tech gadget just released! #excited,News,504736,Neutral,COVID-19,True
832,Protect your data with the latest cybersecurity measures.,News,144489,Negative,Tech,True
833,Protect your data with the latest cybersecurity measures.,News,131335,Positive,Tech,False
834,Just discovered a new species of butterfly!,Online Forum,468366,Negative,Discovery,True
835,Community event happening this weekend! Join us!,Science Journal,905175,Negative,COVID-19,True
836,Feeling great today! #positivevibes,Government,113999,Negative,UFO,True
837,Feeling great today! #positivevibes,Health Magazine,314161,Positive,UFO,False
838,Conspiracy theories are everywhere these days...,Online Forum,121262,Negative,Tech,False
839,Protect your data with the latest cybersecurity measures.,Gossip Magazine,903165,Neutral,Conspiracy,True
840,New tech gadget just released! #excited,Tech Magazine,921139,Positive,Community,True
841,Weather forecast: Expect rain showers tomorrow.,Online Forum,794736,Negative,Health,False
842,Celebrity gossip: What's happening in Hollywood?,Twitter,469153,Positive,Community,False
843,Animals are so fascinating!,Government,842864,Neutral,Celebrity,False
844,Just saw a UFO in my backyard! 👽,Gossip Magazine,172683,Neutral,UFO,True
845,Just discovered a new species of butterfly!,Government,316915,Neutral,Tech,False
846,Weather forecast: Expect rain showers tomorrow.,Online Forum,876266,Negative,Health,False
847,Feeling great today! #positivevibes,Government,886876,Positive,Celebrity,False
848,COVID-19 update: Cases are on the rise again.,Online Forum,979800,Negative,UFO,False
849,New tech gadget just released! #excited,Science Journal,115404,Negative,Conspiracy,True
850,Feeling great today! #positivevibes,News,927225,Negative,Weather,False
851,Just discovered a new species of butterfly!,Gossip Magazine,615997,Negative,Celebrity,False
852,Protect your data with the latest cybersecurity measures.,Online Forum,711820,Positive,Discovery,True
853,Just saw a UFO in my backyard! 👽,News,328195,Negative,Discovery,True
854,Conspiracy theories are everywhere these days...,Twitter,261349,Negative,Discovery,False
855,Just discovered a new species of butterfly!,Social Media,178571,Positive,Community,True
856,Celebrity gossip: What's happening in Hollywood?,Twitter,133257,Neutral,Cybersecurity,False
857,Celebrity gossip: What's happening in Hollywood?,Social Media,860968,Negative,Celebrity,True
858,Feeling great today! #positivevibes,Government,659825,Neutral,Tech,True
859,Weather forecast: Expect rain showers tomorrow.,Gossip Magazine,313034,Neutral,Discovery,True
860,Just discovered a new species of butterfly!,News,469474,Neutral,Conspiracy,False
861,COVID-19 update: Cases are on the rise again.,Tech Magazine,514574,Negative,Health,False
862,Protect your data with the latest cybersecurity measures.,Government,748406,Positive,UFO,True
863,Weather forecast: Expect rain showers tomorrow.,Social Media,836368,Positive,COVID-19,False
864,New tech gadget just released! #excited,Social Media,329593,Positive,COVID-19,True
865,Conspiracy theories are everywhere these days...,Health Magazine,428012,Positive,Tech,False
866,COVID-19 update: Cases are on the rise again.,Twitter,804785,Negative,COVID-19,False
867,Just saw a UFO in my backyard! 👽,Health Magazine,121458,Neutral,Celebrity,True
868,Protect your data with the latest cybersecurity measures.,Government,763899,Neutral,Discovery,True
869,Just saw a UFO in my backyard! 👽,Online Forum,214867,Positive,Community,True
